    DATE     OPEN     HIGH      LOW    CLOSE     VOLUME
95/03/16   81.750   83.625   81.625   83.500      28457
95/03/17   83.500   83.625   82.625   82.625      29674
95/03/20   82.750   84.000   82.500   83.500      18482
95/03/21   83.500   84.000   82.125   82.250      19890
95/03/22   82.125   82.625   81.250   81.625      24472
95/03/23   81.500   83.375   81.500   83.375      27641
95/03/24   83.625   84.375   83.000   83.625      25796
95/03/27   83.875   85.125   83.875   85.000      20260
95/03/28   84.875   84.875   84.250   84.500      13530
95/03/29   84.250   84.750   82.500   83.000      29714
95/03/30   83.125   83.375   81.750   82.375      29571
95/03/31   82.125   83.500   81.375   82.125      26180
95/04/03   82.250   83.500   82.250   82.875      18951
95/04/04   83.125   83.625   82.500   83.000      16846
95/04/05   82.875   84.125   82.875   84.000      20083
95/04/06   84.375   84.625   83.625   83.875      14375
95/04/07   83.750   85.125   83.500   84.000      23694
95/04/10   84.000   86.000   84.000   86.000      21156
95/04/11   85.875   86.875   85.625   86.750      25810
95/04/12   86.500   87.625   86.125   87.125      18855
95/04/13   86.875   87.375   86.125   86.375      13594
95/04/17   87.000   88.500   86.875   87.875      22608
95/04/18   88.125   88.500   87.125   88.250      19688
95/04/19   87.875   88.250   86.000   87.125      25337
95/04/20   90.000   90.500   88.625   89.000      59777
95/04/21   89.375   92.000   89.125   91.625      53373
95/04/24   91.500   93.875   91.000   93.500      42794
95/04/25   93.125   93.875   92.875   93.625      33129
95/04/26   93.125   95.625   92.875   95.250      37054
95/04/27   94.875   96.875   94.625   96.875      32981
95/04/28   96.000   96.250   94.250   94.625      49159
95/05/01   93.875   94.250   91.750   92.125      32068
95/05/02   91.625   93.375   91.625   92.875      33365
95/05/03   93.000   94.625   93.000   94.250      26424
95/05/04   94.750   96.125   93.250   93.750      43152
95/05/05   94.250   94.625   92.875   93.125      30421
95/05/08   92.750   95.250   92.625   93.750      26742
95/05/09   94.000   94.250   93.250   93.500      55042
95/05/10   93.875   95.000   93.875   93.875      28542
95/05/11   93.500   95.125   93.250   94.250      25247
95/05/12   93.750   95.625   93.750   94.375      26295
95/05/15   94.500   95.375   94.125   95.000      18914
95/05/16   94.250   95.875   94.250   94.625      27015
95/05/17   95.000   95.625   94.750   94.875      23409
95/05/18   94.625   96.125   93.125   93.125      33690
95/05/19   92.250   93.750   92.250   93.375      37069
95/05/22   93.500   95.375   93.500   95.250      21916
95/05/23   95.500   97.625   95.500   97.250      35039
95/05/24   97.500   97.875   94.500   96.125      31338
95/05/25   96.250   97.875   95.875   96.750      28681
95/05/26   96.625   97.500   94.500   95.125      22205
95/05/30   95.625   95.750   91.500   92.625      31185
95/05/31   92.375   93.625   91.875   93.000      26379
95/06/01   93.500   95.000   93.375   94.250      25289
95/06/02   93.625   95.375   93.375   93.875      19243
95/06/05   90.250   93.500   90.000   90.875      56513
95/06/06   92.375   92.750   91.375   91.375      30024
95/06/07   90.750   91.375   89.000   89.875      39244
95/06/08   90.125   90.750   88.375   89.375      32796
95/06/09   89.625   90.250   88.625   89.125      33084
95/06/12   90.500   90.750   89.750   90.250      29773
95/06/13   91.375   92.250   90.875   91.750      29052
95/06/14   91.875   93.375   91.875   93.000      25625
95/06/15   93.625   94.000   93.000   93.000      21929
95/06/16   93.125   93.625   92.625   92.625      26968
95/06/19   93.375   94.625   93.250   93.750      23762
95/06/20   93.875   98.000   93.875   97.750      35689
95/06/21   98.000   98.625   97.125   97.125      35805
95/06/22   97.375   99.125   97.375   97.500      43442
95/06/23   97.500   99.375   97.250   98.625      24616
95/06/26   98.500   99.250   98.000   98.250      21800
95/06/27   98.125   98.688   49.500   95.375      32799
95/06/28   95.000   96.625   94.375   96.125      31206
95/06/29   96.375   98.125   96.375   97.000      24866
95/06/30   97.750   98.125   95.375   96.000      21598
95/07/03   96.250   97.875   95.750   97.625       6834
95/07/05   97.875   98.625   96.750   96.750      24186
95/07/06   97.125   98.875   96.875   98.875      23488
95/07/07   98.625  100.625   98.625   99.625      39071
95/07/10  100.000  101.250  100.000  100.625      22938
95/07/11  100.000  101.000   99.500   99.750      21074
95/07/12  100.375  102.000   99.625  101.625      28483
95/07/13  101.750  104.250  101.250  103.750      34862
95/07/14  102.625  104.125  102.125  103.875      26450
95/07/17  104.125  107.500  104.000  107.250      37319
95/07/18  105.875  108.625  102.875  107.000      89511
95/07/19  104.875  105.500   97.750  102.000      85727
95/07/20  102.000  104.375  100.375  104.125      50657
95/07/21  104.000  104.875  103.125  103.625      43706
95/07/24  104.125  107.875  103.500  107.500      51679
95/07/25  107.500  110.250  107.500  108.375      53220
95/07/26  109.125  109.625  108.250  109.000      35827
95/07/27  109.500  110.875  109.500  110.750      30930
95/07/28  110.875  111.250  109.875  110.625      24361
95/07/31  110.625  111.250  108.500  108.875      26352
95/08/01  109.125  110.125  107.250  109.625      30264
95/08/02  110.625  111.750  107.000  107.500      30621
95/08/03  106.500  109.500  105.625  109.000      32856
95/08/04  109.125  109.750  108.500  108.625      12572
95/08/07  109.125  109.375  108.625  108.875      14308
95/08/08  108.875  110.000  108.875  109.625      17953
95/08/09  110.000  110.375  109.625  109.875      19668
95/08/10  109.875  110.375  108.875  109.125      19714
95/08/11  109.500  109.625  108.375  109.250      23277
95/08/14  109.250  110.875  109.250  110.750      17483
95/08/15  111.000  112.125  110.250  112.000      27010
95/08/16  112.125  112.750  110.750  112.375      29468
95/08/17  112.375  114.625  112.250  113.625      30297
95/08/18  113.875  114.000  111.125  111.375      36981
95/08/21  111.375  111.375  106.500  106.750      47007
95/08/22  107.000  108.250  105.625  107.625      55143
95/08/23  108.125  108.500  106.500  106.625      32390
95/08/24  106.625  106.625  104.500  104.875      37970
95/08/25  103.750  105.375  103.750  103.875      27823
95/08/28  103.750  103.875   90.750  101.625      41139
95/08/29  102.125  102.625   98.625  102.375      61460
95/08/30  103.125  103.500  101.125  101.625      32496
95/08/31  102.500  103.750  102.000  103.375      23164
95/09/01  102.750  104.500  102.375  102.750      18189
95/09/05  103.000  103.000  100.125  101.000      66683
95/09/06  102.000  102.625  100.625  100.750      41915
95/09/07  100.500  101.250   99.000   99.375      40513
95/09/08  100.000  100.000   98.125   98.875      53555
95/09/11   98.250  100.000   95.875   96.375      66195
95/09/12   96.125   98.500   95.125   97.500      72878
95/09/13   97.500   98.750   92.375   94.625     139230
95/09/14   95.250   95.625   92.500   93.375      78654
95/09/15   92.750   92.750   91.625   92.250      67804
95/09/18   92.500   94.250   92.375   94.125      44537
95/09/19   94.625   96.875   94.250   96.750      42197
95/09/20   97.625   98.125   95.625   95.750      29567
95/09/21   95.750   96.500   93.875   94.375      28670
95/09/22   93.875   94.375   93.375   93.875      23443
95/09/25   94.000   94.750   92.625   92.750      29715
95/09/26   93.250   93.875   92.500   92.875      27748
95/09/27   92.625   94.500   91.875   94.375      46907
95/09/28   94.875   95.375   93.875   93.875      28551
95/09/29   94.250   95.250   93.625   94.500      25973
95/10/02   95.000   95.625   93.375   93.500      23719
95/10/03   93.500   95.250   93.375   94.875      32906
95/10/04   94.250   94.625   93.375   93.750      20070
95/10/05   93.875   95.000   93.500   94.500      24693
95/10/06   95.250   95.375   94.125   94.125      25980
95/10/09   93.875   94.125   92.000   92.000      30215
95/10/10   90.000   91.125   89.125   90.750      64678
95/10/11   91.500   92.875   91.250   92.500      33590
95/10/12   93.250   93.500   92.125   93.000      23477
95/10/13   94.000   94.250   92.500   92.500      23524
95/10/16   92.500   94.125   92.500   94.000      26486
95/10/17   92.500   97.000   91.250   96.875     114430
95/10/18   97.875   98.250   95.750   96.375      73044
95/10/19   96.875   98.375   96.000   98.250      46867
95/10/20   98.250   98.500   95.250   95.375      44536
95/10/23   95.625   99.000   95.625   99.000      41494
95/10/24   98.875   99.250   97.250   98.000      31114
95/10/25   98.500   98.500   96.000   96.125      27380
95/10/26   96.250   96.625   94.625   95.875      33518
95/10/27   95.875   96.625   95.750   96.500      24737
95/10/30   97.500   98.750   97.125   98.250      31789
95/10/31   98.375   99.125   96.875   97.250      29528
95/11/01   97.250   97.625   96.375   96.875      20588
95/11/02   97.000   99.875   96.750   99.625      32936
95/11/03  100.000  101.500   99.875  101.500      32462
95/11/06  101.250  102.375  100.000  100.500      31175
95/11/07   99.500  100.625   98.125   98.750      38777
95/11/08   99.125  100.125   97.250   97.750      26894
95/11/09   99.375   99.750   98.000   98.375      31935
95/11/10   97.500   98.250   96.625   97.375      23359
95/11/13   97.500   98.000   97.000   97.375      23743
95/11/14   96.875   97.375   95.250   95.375      23074
95/11/15   95.625   96.250   94.750   95.500      22456
95/11/16   95.625   96.750   95.125   95.625      29705
95/11/17   95.375   95.875   94.750   95.125      27651
95/11/20   95.000   95.375   93.000   93.000      26257
95/11/21   93.125   94.875   93.000   94.500      31302
95/11/22   94.750   96.375   94.375   95.250      21985
95/11/24   95.250   96.625   95.250   95.875       7436
95/11/27   96.500   97.375   95.625   95.875      22018
95/11/28   95.750   97.500   95.625   97.000      28912
95/11/29   97.250   97.500   96.750   97.125      28225
95/11/30   97.250   98.125   96.625   96.625      25644
95/12/01   97.000   97.000   94.750   94.750      25159
95/12/04   95.000   97.250   94.625   96.125      27051
95/12/05   96.875   97.125   95.625   95.750      27514
95/12/06   96.250   96.500   94.250   95.750      30194
95/12/07   95.250   95.500   94.000   94.750      27459
95/12/08   95.000   96.875   94.625   96.875      25582
95/12/11   97.125   97.250   95.875   96.250      21092
95/12/12   96.375   96.750   95.250   95.375      21668
95/12/13   95.125   95.375   94.375   94.500      27559
95/12/14   94.750   95.125   92.375   93.750      33905
95/12/15   92.000   92.000   89.875   90.250      68464
95/12/18   89.500   90.125   87.875   89.000      63545
95/12/19   89.125   91.875   89.125   91.875      37444
95/12/20   92.000   92.000   89.125   89.375      36058
95/12/21   89.875   91.125   89.750   90.875      26740
95/12/22   90.875   91.875   90.875   91.250      18774
95/12/26   92.000   92.125   91.625   91.750       9454
95/12/27   91.750   92.000   90.750   92.000      15720
95/12/28   91.125   91.375   90.000   90.125      17774
95/12/29   90.375   91.750   89.500   91.375      34633
96/01/02   91.375   92.125   90.625   90.875      25084
96/01/03   91.000   91.250   89.000   89.250      31320
96/01/04   89.125   89.125   85.625   87.000      80832
96/01/05   86.000   88.875   86.000   88.625      38764
96/01/08   88.625   89.250   88.625   89.125       8829
96/01/09   89.125   89.125   86.125   86.750      37235
96/01/10   86.625   89.250   86.625   87.250      56879
96/01/11   88.125   88.500   86.000   87.250      46246
96/01/12   87.250   87.250   86.125   86.375      26644
96/01/15   86.500   86.500   83.125   83.125      37428
96/01/16   84.125   87.750   83.500   87.000      46130
96/01/17   86.750   89.250   85.750   87.625      48211
96/01/18   90.750   96.250   89.625   96.250      98567
96/01/19   96.625  104.125   96.500  102.000     131460
96/01/22  101.750  103.875  101.375  102.250      52930
96/01/23  100.750  104.500  100.750  103.000      49591
96/01/24  103.125  109.000  103.125  107.000      79890
96/01/25  107.625  108.000  107.125  107.625      19696
96/01/26  103.875  106.250  103.500  104.750      26471
96/01/29  104.750  106.625  104.250  106.500      23686
96/01/30  106.500  109.000  106.375  108.625      45936
96/01/31  108.000  109.875  107.500  108.500      50148
96/02/01  108.750  110.375  108.125  109.000      40778
96/02/02  109.000  109.875  108.750  109.625      31109
96/02/05  109.375  112.375  109.250  112.250      32849
96/02/06  112.875  115.125  112.625  114.750      50396
96/02/07  113.625  114.625  111.500  112.625      40235
96/02/08  112.375  114.500  111.875  113.500      31946
96/02/09  113.375  114.375  113.000  113.500      33715
96/02/12  114.125  115.875  113.875  115.250      36666
96/02/13  114.000  114.875  113.500  113.625      34679
96/02/14  113.875  115.000  113.500  114.250      32374
96/02/15  114.375  118.500  114.250  117.625      58353
96/02/16  118.000  118.875  117.500  118.000      49859
96/02/20  116.750  120.875  116.750  119.125      53222
96/02/21  119.000  120.625  118.625  120.250      40973
96/02/22  121.750  125.625  121.250  124.125      53558
96/02/23  125.000  126.125  124.000  125.625      41262
96/02/26  123.875  125.500  123.875  124.875      28825
96/02/27  125.125  128.875  124.500  128.750      46129
96/02/28  127.625  128.875  127.000  127.375      43870
96/02/29  125.000  127.375  122.000  122.625      72944
96/03/01  121.625  121.750  117.000  120.000      80449
96/03/04  118.750  121.250  115.250  116.125      43221
96/03/05  117.125  119.500  116.125  119.000      35442
96/03/06  119.750  119.875  116.375  117.000      27342
96/03/07  117.000  117.500  115.375  117.125      24704
96/03/08  115.500  116.875  112.250  114.250      53801
96/03/11  113.875  117.875  113.875  117.250      39360
96/03/12  115.625  116.000  113.625  114.250      42016
96/03/13  114.500  116.625  114.500  115.875      28108
96/03/14  116.500  118.750  116.125  116.875      28723
96/03/15  116.875  120.000  115.750  119.875      35203
96/03/18  120.625  125.125  120.500  124.625      37554
96/03/19  124.750  125.500  121.500  121.750      27980
96/03/20  120.875  120.875  114.250  117.000      75667
96/03/21  117.500  117.875  114.125  114.875      37788
96/03/22  115.000  115.750  114.250  114.250      22374
96/03/25  114.875  115.125  108.375  108.750      47229
96/03/26  108.375  112.000  107.625  110.750      45589
96/03/27  111.125  113.750  110.250  111.250      36198
96/03/28  111.875  112.375  109.500  109.750      30466
96/03/29  110.375  113.750  110.375  111.250      29316
96/04/01  112.125  112.750  110.000  110.375      23795
96/04/02  111.000  118.125  110.500  117.625      54077
96/04/03  117.500  120.500  116.125  119.750      41499
96/04/04  119.875  119.875  117.250  117.750      25025
96/04/08  115.625  119.375  114.500  119.375      39977
96/04/09  119.750  120.125  117.500  117.875      19644
96/04/10  117.750  120.875  115.125  116.000      31881
96/04/11  116.375  118.375  114.750  117.500      37698
96/04/12  115.375  115.625  110.125  111.500      77612
96/04/15  112.625  114.375  111.375  114.125      22943
96/04/16  115.125  116.375  114.625  115.500      24385
96/04/17  116.750  120.125  103.375  105.250     162980
96/04/18  107.000  107.250  103.625  105.500     103780
96/04/19  105.750  107.125  104.625  105.375      48958
96/04/22  106.875  107.625  105.625  107.250      33138
96/04/23  107.500  107.750  106.750  107.000      24695
96/04/24  107.625  107.625  105.625  106.750      30273
96/04/25  107.000  108.500  106.625  108.250      44835
96/04/26  108.500  108.875  107.625  107.750      22818
96/04/29  107.750  108.750  107.375  108.625      26874
96/04/30  110.000  110.250  107.500  107.750      26640
96/05/01  107.750  108.500  107.625  107.875      20974
96/05/02  108.000  109.375  107.375  107.875      35155
96/05/03  108.250  109.000  107.750  108.125      20038
96/05/06  108.500  108.500  106.375  107.000      29121
96/05/07  107.000  107.250  105.625  105.875      23837
96/05/08  105.000  106.000  103.625  105.875      35990
96/05/09  105.750  107.500  105.750  107.000      23836
96/05/10  107.375  108.375  106.125  106.375      20894
96/05/13  106.375  108.500  105.875  107.625      22929
96/05/14  108.250  108.875  107.500  108.625      31208
96/05/15  109.000  109.875  108.500  109.000      27395
96/05/16  108.000  109.250  107.625  108.625      27167
96/05/17  109.000  111.625  109.000  110.875      38538
96/05/20  112.000  112.500  111.000  112.125      24107
96/05/21  111.875  112.125  110.750  111.000      21519
96/05/22  110.750  111.000  109.750  110.375      22393
96/05/23  109.875  110.500  109.000  109.250      26037
96/05/24  109.500  109.875  108.000  108.750      14030
96/05/28  109.250  109.375  107.875  108.250      17235
96/05/29  107.750  108.375  105.625  106.875      32610
96/05/30  106.875  107.625  106.125  107.250      26178
96/05/31  107.625  108.250  106.625  106.750      22512
96/06/03  106.375  106.500  105.000  105.375      17395
96/06/04  105.375  106.625  105.375  105.875      19880
96/06/05  106.000  106.375  104.750  104.875      17879
96/06/06  104.875  104.875  101.000  101.250      59777
96/06/07   96.500  102.000   96.125  101.750      73778
96/06/10  102.000  103.250  101.375  102.625      30155
96/06/11  103.250  104.375  102.375  103.125      26987
96/06/12  103.625  103.875  102.750  103.000      21361
96/06/13  103.000  104.125  101.750  103.250      21330
96/06/14  103.375  104.250  101.625  101.625      27123
96/06/17  101.875  102.750  100.875  102.500      19084
96/06/18  102.000  102.500  101.250  101.625      19144
96/06/19  101.750  102.625  101.500  102.250      14295
96/06/20  102.250  102.250   99.375  100.750      41396
96/06/21  100.750  101.750   98.250   98.625      42241
96/06/24   99.625  100.125   98.500   99.625      24708
96/06/25   99.375   99.750   98.875   99.750      22213
96/06/26   99.750  100.125   98.500   98.625      25437
96/06/27   98.375   99.625   97.625   98.875      33237
96/06/28   99.125   99.875   98.875   99.000      23441
96/07/01   99.250  102.250   99.125  101.500      24275
96/07/02  101.000  101.250   99.875  100.000      20241
96/07/03   99.750  100.125   98.125   98.500      24310
96/07/05   97.875   99.250   97.750   97.875      16674
96/07/08   98.125   99.250   98.125   98.375      18439
96/07/09   98.750  100.250   98.750   99.000      21015
96/07/10   98.750   99.500   97.750   98.875      28512
96/07/11   97.625   97.625   94.125   96.000      58322
96/07/12   95.625   96.000   94.625   95.313      32243
96/07/15   94.500   94.875   89.750   90.875      40796
96/07/16   92.250   95.750   89.750   95.750      62071
96/07/17   97.875   97.875   94.000   94.125      37895
96/07/18   94.250   95.625   93.125   94.250      26714
96/07/19   94.500   95.250   93.500   93.750      21151
96/07/22   93.375   93.375   91.875   92.500      17808
96/07/23   92.500   93.250   90.000   90.250      31150
96/07/24   89.625   92.625   89.125   91.750      36836
96/07/25   96.000  103.750   95.000  103.625      90149
96/07/26  103.125  104.125  101.625  103.875      39904
96/07/29  103.500  105.500  103.375  104.750      33382
96/07/30  105.250  108.000  103.750  107.375      39928
96/07/31  107.125  108.875  107.000  107.500      35053
96/08/01  108.000  109.000  107.250  107.250      31206
96/08/02  108.375  109.375  107.750  108.875      22658
96/08/05  108.000  109.375  108.000  109.250      21511
96/08/06  109.250  110.125  108.250  109.625      35964
96/08/07  110.000  112.875  109.750  112.625      30670
96/08/08  111.625  113.875  111.500  113.500      29406
96/08/09  113.000  113.750  112.125  112.375      17469
96/08/12  112.000  113.250  111.625  112.125      19319
96/08/13  111.625  112.500  109.125  109.375      29838
96/08/14  109.375  111.500  109.375  111.250      25815
96/08/15  111.625  111.625  110.750  110.875      11567
96/08/16  111.000  111.250  109.875  110.000      15117
96/08/19  109.875  110.375  109.500  110.000      17635
96/08/20  110.125  110.750  110.000  110.500      11347
96/08/21  110.500  112.750  110.125  112.250      17661
96/08/22  112.750  113.875  112.375  112.625      20623
96/08/23  112.125  113.625  112.000  113.000      15434
96/08/26  113.000  113.125  112.250  112.500       9137
96/08/27  112.625  112.750  111.250  111.750      12049
96/08/28  114.000  115.750  113.875  115.000      37074
96/08/29  115.125  115.500  114.625  115.125      22956
96/08/30  114.625  115.000  113.625  114.375      15379
96/09/03  113.250  115.375  112.563  115.250      22076
96/09/04  115.000  115.625  114.500  114.625      13702
96/09/05  114.000  114.500  113.000  113.250      17986
96/09/06  113.500  115.875  113.500  115.500      24095
96/09/09  116.000  117.750  115.875  117.625      25674
96/09/10  117.625  119.375  116.500  118.125      40128
96/09/11  116.750  118.250  116.750  118.000      21895
96/09/12  118.000  118.250  117.125  117.250      21687
96/09/13  118.125  122.875  118.125  122.125      55091
96/09/16  122.125  123.375  121.750  122.750      26413
96/09/17  123.000  123.625  121.500  123.625      32996
96/09/18  124.125  125.250  123.000  124.500      35235
96/09/19  124.250  125.125  123.000  123.500      20533
96/09/20  123.625  124.875  122.875  123.000      30605
96/09/23  122.250  124.750  122.125  124.250      16914
96/09/24  124.250  126.875  124.000  124.125      37460
96/09/25  124.500  126.875  124.500  126.500      26934
96/09/26  126.250  127.875  124.125  124.375      31760
96/09/27  124.750  125.500  124.000  124.750      13122
96/09/30  124.875  127.125  124.125  124.500      18644
96/10/01  124.000  125.250  123.125  123.750      24465
96/10/02  124.250  125.875  124.000  125.875      20132
96/10/03  125.750  126.250  124.625  125.000      18451
96/10/04  125.875  127.125  125.625  126.625      23023
96/10/07  126.875  128.000  126.875  127.875      18354
96/10/08  128.000  129.500  127.625  128.375      31480
96/10/09  129.000  129.375  126.125  126.250      24024
96/10/10  125.500  128.000  125.500  127.750      22485
96/10/11  128.500  130.125  128.000  129.875      28583
96/10/14  129.875  130.000  129.125  130.000      14009
96/10/15  130.750  131.250  128.625  129.500      28639
96/10/16  129.500  129.500  127.375  127.625      18757
96/10/17  128.750  129.125  125.250  125.625      21354
96/10/18  125.500  129.500  124.000  129.375      34737
96/10/21  128.000  135.375  126.750  130.125      83343
96/10/22  129.625  130.750  126.250  127.000      29993
96/10/23  126.500  129.875  126.125  129.250      30085
96/10/24  129.500  129.750  127.375  127.375      17935
96/10/25  126.375  128.000  126.375  126.500      16254
96/10/28  126.625  128.125  126.500  127.375      18475
96/10/29  127.500  127.750  125.125  125.625      25325
96/10/30  125.750  127.500  125.750  126.375      20825
96/10/31  126.500  129.125  125.875  129.000      21313
96/11/01  128.875  129.625  127.125  127.500      20673
96/11/04  127.375  129.375  127.375  128.750      15273
96/11/05  129.750  131.500  129.250  130.250      29291
96/11/06  130.625  133.875  130.250  133.375      28864
96/11/07  133.125  135.125  132.750  133.750      34816
96/11/08  133.375  134.500  132.875  134.375      15694
96/11/11  134.375  134.875  134.000  134.500      14292
96/11/12  135.000  135.750  133.000  133.250      27241
96/11/13  133.500  135.875  133.250  134.750      23923
96/11/14  134.625  137.625  134.625  136.875      27745
96/11/15  137.625  145.500  137.375  145.000      78038
96/11/18  144.750  150.000  143.000  146.750      57771
96/11/19  146.875  154.250  146.500  154.125      60296
96/11/20  153.375  159.000  152.375  152.625      82367
96/11/21  153.125  154.875  152.500  154.125      46511
96/11/22  154.125  158.875  154.125  158.500      40825
96/11/25  158.125  158.500  156.125  157.625      28330
96/11/26  157.500  160.750  157.000  158.000      55154
96/11/27  158.250  160.250  157.750  158.125      27997
96/11/29  158.125  159.625  158.125  159.375       9313
96/12/02  159.625  163.500  159.625  163.000      33160
96/12/03  163.625  166.000  162.625  162.625      46778
96/12/04  162.875  164.000  159.125  162.000      44374
96/12/05  161.375  162.625  158.375  158.500      30363
96/12/06  154.000  158.000  151.000  155.625      60519
96/12/09  156.625  160.125  156.250  160.000      27699
96/12/10  161.500  161.875  157.750  157.750      30935
96/12/11  155.250  158.625  153.750  156.125      58561
96/12/12  158.125  158.500  151.500  151.625      36051
96/12/13  152.250  154.875  152.000  152.875      38906
96/12/16  153.000  153.250  147.250  148.625      35944
96/12/17  148.375  153.625  147.375  151.875      40206
96/12/18  152.500  159.000  152.375  158.625      36108
96/12/19  159.750  159.750  157.250  158.125      34035
96/12/20  158.125  158.375  154.125  154.625      41812
96/12/23  154.000  155.375  152.750  154.250      21832
96/12/24  154.125  156.000  154.125  155.750       6650
96/12/26  157.375  158.375  155.125  155.750      11318
96/12/27  155.625  155.625  153.500  155.125      12623
96/12/30  155.250  155.500  153.625  153.625      10420
96/12/31  153.750  155.375  150.875  151.500      17624
